Log Type,Time Stamp,T1,T2,T1 Ambient,T2 Ambient
Seconds x2
,1559942100.0249321,21.535491935775404,21.921922606938903,31.20441930802294,31.109014447197136
,1559942100.5256498,21.570567807993566,21.9202360592068,31.203740682194468,31.099691940925435
,1559942101.0263798,21.55252949523138,21.916925504919018,31.207777460429014,31.105392719197066
,1559942101.5270946,21.552070710395107,21.901953432534405,31.188161137608734,31.09585959675868
,1559942102.0278084,21.532396642324773,21.9157889573502,31.178727270146577,31.08743038329003
,1559942102.5285385,21.554908496329446,21.9013362545577,31.173662915748857,31.07722114202893
,1559942103.0292535,21.545534067265777,21.905868541607838,31.154696840120543,31.07744268715667
,1559942103.5300488,21.510238408999253,21.90870060999646,31.13899756212278,31.054892257339144
,1559942104.030776,21.519133301911943,21.887683998039197,31.137259170457877,31.03962520403619
,1559942104.5314918,21.512990824196027,21.89793435251424,31.137301417563673,31.03864203673133
,1559942105.0322444,21.509403972912203,21.903980940201162,31.13153198905718,31.037555236269476
,1559942105.5330453,21.507305887821975,21.895657676092718,31.125318949218375,31.04827661646476
,1559942106.0341446,21.470471306569657,21.893935206103194,31.123663961323956,31.055744359256277
,1559942106.5347729,21.470187484943963,21.892021227617853,31.121555457522174,31.05129898669724
,1559942107.0354855,21.462319608746117,21.889774988423515,31.128760407112274,31.05588591365485
,1559942107.5363755,21.45380883290056,21.870105691198,31.134915482795726,31.038625073154048
,1559942108.0372534,21.43047127524178,21.885498363255945,31.14154249343605,31.04642209444674
,1559942108.538131,21.433773145365528,21.896673502141017,31.134768176949052,31.038780532549858
,1559942109.0390062,21.417370498399304,21.89138292816806,31.115861135806647,31.042413266665363
,1559942109.5398839,21.420203683840874,21.890566677284955,31.114434217082465,31.035850859833225
,1559942110.0407658,21.444313994459957,21.881474486966514,31.128261010845023,31.02813269922292
,1559942110.5416403,21.44687814894432,21.894414378088364,31.12130059429388,31.012055827564144
,1559942111.0426419,21.461162342628615,21.85882573080694,31.117753037924594,30.99170572061835
,1559942111.543654,21.45194664381003,21.872469644144182,31.115095741364097,30.985483560967936
,1559942112.044683,21.46407692904054,21.875844255768808,31.123707884318083,31.00048443791595
,1559942112.5457308,21.43403025851335,21.880408343597395,31.120136393610984,30.999661055744987
,1559942113.0466063,21.426658718532423,21.87198606828522,31.10462808906335,30.99338048180686
,1559942113.5474963,21.414152727233365,21.88886851768103,31.104483090311014,30.985740615702134
,1559942114.048373,21.41885394971684,21.898810188924788,31.08622184499775,30.981398726165953
,1559942114.549249,21.43213691223095,21.88293444951739,31.09237626225273,30.97456488381374
,1559942115.0501332,21.394286416860616,21.862883814606537,31.07210975909762,30.963942693243176
,1559942115.5510383,21.429309885979585,21.873895366984755,31.072730716649552,30.96948914593316
,1559942116.0519085,21.441758390678018,21.85757168338501,31.05375301087439,30.954695520782074
,1559942116.5527935,21.265110578687676,21.85897191483601,31.030553115391218,30.966435658066608
,1559942117.0536642,21.316991772521167,21.860704675326517,31.02141005910736,30.96476746673175
,1559942117.5545864,21.36076834172409,21.882130215297618,31.005779300802306,30.98329616643044
,1559942118.0555868,21.39664864170543,21.886179080346267,30.99812449433075,30.984511553315507
,1559942118.5565116,21.386029878668005,21.885336350671288,31.00085565765736,30.988367977117264
,1559942119.0574281,21.413192967664784,21.896646869013406,30.992074007290096,30.99465578180797
,1559942119.5583088,21.441685457499823,21.88283347554482,30.995319780564735,31.001906792599794
,1559942120.0592074,21.43925377154896,21.88195466658495,31.010955752225676,31.011307191962253
,1559942120.5601072,21.34968981632548,21.874357286804397,31.000219262131736,31.012864283781795
	
Log Type,Time Stamp,T1,T2,T1 Ambient,T2 Ambient
Minutes
	
Log Type,Time Stamp,T1,T2,T1 Ambient,T2 Ambient
Hours
	
Log Type,Time Stamp,T1,T2,T1 Ambient,T2 Ambient
Days
